8,75
8,31
8,34
15,39
8,37
13,35
14,37
11,39
18,37
17,32
11,36
10,41
8,33
14,37
12,31
6,43
9,31
10,36
15,34
13,31
11,31
15,30
16,31
22,37
21,40
20,39
24,32
22,33
11,33
10,36
15,32
20,32
19,33
15,31
17,35
8,39
10,33
13,33
14,39
19,31
21,36
27,38
26,37
24,33
27,32
33,38
36,31
42,34
38,38
48,34
45,32
45,36
42,37
44,35
44,34
51,30
49,44
38,38
43,36
39,32
46,37
44,33
49,32
47,30
41,35
45,42
44,32
55,34
58,38
48,37
45,32
54,33
42,32
40,37
40,32
38,32
39,35
36,43
30,31
38,31
44,44
29,36
30,32
32,31
34,35
33,32
32,33
30,35
36,33
44,38
41,32
44,31
46,37
42,39
42,36
51,33
39,38
46,34
45,31
35,32
42,36
37,38
46,40
49,36
49,34
37,40
44,43
45,31
54,38
45,36
46,32
45,39
41,32
40,41
39,36
39,30
39,35
40,43
35,45
25,42
32,31
33,33
37,30
41,39
37,33
30,31
29,35
30,33
31,34
26,31
32,37
36,38
28,42
29,31
34,38
25,33
30,35
29,31
31,42
29,38
27,35
26,31
28,32
28,38
29,33
25,31
18,34
21,41
22,34
16,30
16,35
13,31
12,32
12,30
11,36
12,37
12,31
12,33
13,36
14,39
14,35
10,31
9,42
8,36
10,33
9,38
13,42
10,42
14,39
14,33
13,35
13,37
12,39
10,31
12,36
16,41
11,32
11,30
14,38
13,35
13,36
13,33
15,36
16,41
13,30
10,31
11,30
8,34
9,34
9,32
9,35
9,37
7,35
6,30
5,36
7,36
8,34
8,33
8,42
7,34
7,35
8,31
8,30
8,36
8,35
8,33
4,44
8,35
9,35
9,37
15,37
7,41
8,44
8,31
12,39
10,33
10,38
10,35
8,42
9,32
12,35
10,43
9,40
8,30
10,43
7,38
7,40
8,34
9,44
12,46
15,37
11,30
13,35
13,40
16,32
12,33
14,47
14,37
13,34
16,34
17,34
20,36
22,36
20,33
17,44
18,42
23,34
21,30
17,31
18,32
15,30
15,30
13,39
15,38
18,37
20,31
18,34
14,38
14,40
13,30
13,39
9,33
9,37
10,36
9,39
8,45
9,38
8,32
9,33
10,35
9,32
8,32
10,34
12,36
10,30
9,31
8,34
13,35
10,35
7,35
10,38
7,34
8,30
8,30
8,36
10,33
10,30
10,35
11,37
14,32
10,30
10,39
8,36
6,31
8,32
9,32
11,35
11,36
12,35
8,32
6,34
9,30
9,38
